-5,10,-75,-110,-90,-66,23.67022967338562
-17,10,-75,-110,-90,-66,0.21824407577514648
-11,10,-75,-110,-90,-66,0.5899765491485596
1,10,-75,-110,-90,-66,0.15240859985351562
1,12,-75,-110,-90,-66,0.5751204490661621
1,22,-75,-110,-90,-66,0.2249307632446289
1,22,-71,-110,-90,-66,1.2160148620605469
1,22,-65,-110,-90,-66,0.1838831901550293
1,22,-65,-114,-90,-66,1.1671507358551025
1,22,-65,-120,-90,-66,0.15982961654663086
1,22,-65,-120,-90,-66,0.19585847854614258
1,22,-65,-113,-90,-66,0.5333724021911621
1,22,-65,-102,-90,-66,0.20028352737426758
1,22,-65,-102,-90,-80,2.1384997367858887
1,22,-65,-102,-90,-66,1.8820230960845947
1,22,-65,-102,-90,-66,0.05075812339782715
1,22,-65,-102,0,-66,2.1426146030426025
1,22,-65,-102,0,-66,0.04999876022338867
1,22,-65,-102,-90,-66,2.491668701171875
