0,7,89,86,42,0.05069398880004883
0,7,89,86,42,0.026515722274780273
0,7,89,86,42,0.02890753746032715
0,7,89,86,42,0.027375221252441406
0,7,89,86,42,0.02736663818359375
0,7,89,86,42,0.027425765991210938
0,7,89,86,42,0.027903318405151367
0,7,89,86,42,0.026863813400268555
0,7,89,86,42,0.026704072952270508
0,7,89,86,42,0.027850627899169922
0,7,89,86,42,0.028156042098999023
0,7,89,86,42,0.026997804641723633
0,7,89,86,42,0.02634882926940918
0,7,89,86,42,0.02748274803161621
0,7,89,86,42,0.026882648468017578
0,7,89,86,42,0.027127742767333984
0,7,89,86,42,0.027626752853393555
0,7,89,86,42,0.026975154876708984
0,7,89,86,42,0.026549100875854492
0,7,89,86,42,0.02704906463623047
0,7,89,86,42,0.026130199432373047
0,7,89,86,42,0.028171777725219727
0,7,89,86,42,0.028679370880126953
0,7,89,86,42,0.027162551879882812
0,7,89,86,42,0.026395797729492188
0,7,89,86,42,0.027475357055664062
0,7,89,86,42,0.027171850204467773
0,7,89,86,42,0.026621341705322266
0,7,89,86,42,0.027050495147705078
0,7,89,86,42,0.026638507843017578
0,7,89,86,42,0.026970386505126953
0,7,89,86,42,0.027199983596801758
0,7,89,86,42,0.028446435928344727
0,7,89,86,42,0.027121782302856445
0,7,89,86,42,0.028266429901123047
0,7,89,86,42,0.027518749237060547
0,7,89,86,42,0.025764942169189453
0,7,89,86,42,0.027864933013916016
0,7,89,86,42,0.026722431182861328
0,7,89,86,42,0.02700209617614746
0,7,89,86,42,0.02708888053894043
0,7,89,86,42,0.026699542999267578
0,7,89,86,42,0.026686668395996094
0,7,89,86,42,0.028801441192626953
0,7,89,86,42,0.026825904846191406
0,7,89,86,42,0.027329444885253906
0,7,89,86,42,0.02857351303100586
0,7,89,86,42,0.027175188064575195
0,7,89,86,42,0.026171207427978516
0,7,89,86,42,0.0272061824798584
0,7,89,86,42,0.026044607162475586
0,7,89,86,42,0.027191162109375
0,7,89,86,42,0.02686285972595215
0,7,89,86,42,0.027705907821655273
0,7,89,86,42,0.026335477828979492
0,7,89,86,42,0.026529788970947266
0,7,89,86,42,0.028072834014892578
0,7,89,86,42,0.026152372360229492
0,7,89,86,42,0.026752471923828125
0,7,89,86,42,0.026543617248535156
0,7,89,86,42,0.026978492736816406
0,7,89,86,42,0.026787757873535156
0,7,89,86,42,0.0276029109954834
0,7,89,86,42,0.03030681610107422
0,7,89,86,42,0.030312299728393555
0,7,89,86,42,0.027271032333374023
0,7,89,86,42,0.028860092163085938
0,7,89,86,42,0.027257680892944336
0,7,89,86,42,0.02761363983154297
0,7,89,86,42,0.026784896850585938
0,7,89,86,42,0.02871847152709961
0,7,89,86,42,0.028178930282592773
0,7,89,86,42,0.02637791633605957
0,7,89,86,42,0.027231216430664062
0,7,89,86,42,0.026706218719482422
0,7,89,86,42,0.02688431739807129
0,7,89,86,42,0.02669978141784668
0,7,89,86,42,0.0263519287109375
0,7,89,86,42,0.026569366455078125
0,7,89,86,42,0.02719402313232422
0,7,89,86,42,0.02685236930847168
0,7,89,86,42,0.026448726654052734
0,7,89,86,42,0.0287630558013916
0,7,89,86,42,0.02743387222290039
0,7,89,86,42,0.026714801788330078
0,7,89,86,42,0.027489900588989258
